id,symbol,name,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,rank,coinGecko_link
hashgard,gard,Hashgard,0,28394466,156448,-10,2020/12/31,244,https://www.coingecko.com/en/coins/hashgard
axie-infinity,axs,Axie Infinity,0,28356163,5569255,-7,2020/12/31,245,https://www.coingecko.com/en/coins/axie-infinity
elastos,ela,Elastos,1,28246302,2790523,0,2020/12/31,246,https://www.coingecko.com/en/coins/elastos
funfair,fun,FunFair,0,28153858,4244709,13,2020/12/31,247,https://www.coingecko.com/en/coins/funfair
orbs,orbs,Orbs,0,28144771,399665,-2,2020/12/31,248,https://www.coingecko.com/en/coins/orbs
e-radix,exrd,e-Radix,0,28020622,157507,0,2020/12/31,249,https://www.coingecko.com/en/coins/e-radix
xdai-stake,stake,xDAI Stake,7,28020409,1498870,-7,2020/12/31,250,https://www.coingecko.com/en/coins/xdai-stake
nimiq-2,nim,Nimiq,0,27793783,1201973,8,2020/12/31,251,https://www.coingecko.com/en/coins/nimiq-2
tellor,trb,Tellor,17,27782287,20119409,-5,2020/12/31,252,https://www.coingecko.com/en/coins/tellor
loki-network,loki,Loki Network,0,27743926,93922,0,2020/12/31,253,https://www.coingecko.com/en/coins/loki-network
bmax,btmx,Bitmax Token,0,27691336,30662,-5,2020/12/31,254,https://www.coingecko.com/en/coins/bmax
harvest-finance,farm,Harvest Finance,75,27515889,2491887,-11,2020/12/31,255,https://www.coingecko.com/en/coins/harvest-finance
polkastarter,pols,Polkastarter,0,27323856,3715493,-12,2020/12/31,256,https://www.coingecko.com/en/coins/polkastarter
v-systems,vsys,V.SYSTEMS,0,27292706,4044799,-5,2020/12/31,257,https://www.coingecko.com/en/coins/v-systems
concierge-io,ava,Travala.com,0,27217986,2168672,0,2020/12/31,258,https://www.coingecko.com/en/coins/concierge-io
salt,salt,SALT,0,27003896,103618,-1,2020/12/31,259,https://www.coingecko.com/en/coins/salt
bytecoin,bcn,Bytecoin,0,26937619,51391,-3,2020/12/31,260,https://www.coingecko.com/en/coins/bytecoin
hshare,hc,HyperCash,0,26837930,5223329,2,2020/12/31,261,https://www.coingecko.com/en/coins/hshare
musd,musd,mStable USD,0,26809435,610770,-1,2020/12/31,262,https://www.coingecko.com/en/coins/musd
groestlcoin,grs,Groestlcoin,0,26741067,5467216,0,2020/12/31,263,https://www.coingecko.com/en/coins/groestlcoin
usdx,usdx,USDX,0,26590403,681824,0,2020/12/31,264,https://www.coingecko.com/en/coins/usdx
stakenet,xsn,Stakenet,0,26548643,14329,-65,2020/12/31,265,https://www.coingecko.com/en/coins/stakenet
bosagora,boa,BOSAGORA,0,25966207,159263,0,2020/12/31,266,https://www.coingecko.com/en/coins/bosagora
streamr-datacoin,data,Streamr DATAcoin,0,25734277,1749106,-3,2020/12/31,267,https://www.coingecko.com/en/coins/streamr-datacoin
mxc,mxc,MXC,0,25728433,2410098,-2,2020/12/31,268,https://www.coingecko.com/en/coins/mxc
v-id-blockchain,vidt,VIDT Datalink,0,25598545,1277957,6,2020/12/31,269,https://www.coingecko.com/en/coins/v-id-blockchain
cover-protocol,cover,Cover Protocol,5,25077856,140097,-31,2020/12/31,270,https://www.coingecko.com/en/coins/cover-protocol
zap,zap,Zap,0,25001957,1152119,9,2020/12/31,271,https://www.coingecko.com/en/coins/zap
coti,coti,COTI,0,24984448,7411838,-3,2020/12/31,272,https://www.coingecko.com/en/coins/coti
lambda,lamb,Lambda,0,24915369,4054606,-3,2020/12/31,273,https://www.coingecko.com/en/coins/lambda
ztcoin,zt,ZBG Token,0,24782353,8573661,0,2020/12/31,274,https://www.coingecko.com/en/coins/ztcoin
arpa-chain,arpa,ARPA Chain,0,24670061,39670941,-19,2020/12/31,275,https://www.coingecko.com/en/coins/arpa-chain
metal,mtl,Metal,0,24668609,5441020,6,2020/12/31,276,https://www.coingecko.com/en/coins/metal
audius,audio,Audius,0,24452889,1411785,4,2020/12/31,277,https://www.coingecko.com/en/coins/audius
defipulse-index,dpi,DeFiPulse Index,112,24432791,1696970,1,2020/12/31,278,https://www.coingecko.com/en/coins/defipulse-index
axel,axel,AXEL,0,24194646,411188,13,2020/12/31,279,https://www.coingecko.com/en/coins/axel
ignis,ignis,Ignis,0,24159786,2937224,-2,2020/12/31,280,https://www.coingecko.com/en/coins/ignis
loom-network,loom,Loom Network,0,23489164,6207346,1,2020/12/31,281,https://www.coingecko.com/en/coins/loom-network
chainx,pcx,ChainX,2,23277007,1419251,0,2020/12/31,282,https://www.coingecko.com/en/coins/chainx
mith-cash,mic,Mithril Cash,147,23181012,10648105,-41,2020/12/31,283,https://www.coingecko.com/en/coins/mith-cash
ultiledger,ult,Ultiledger,0,22912408,75132,0,2020/12/31,284,https://www.coingecko.com/en/coins/ultiledger
mainframe,mft,Mainframe,0,22797506,2782370,-5,2020/12/31,285,https://www.coingecko.com/en/coins/mainframe
gny,gny,GNY,0,22631280,31181,-11,2020/12/31,286,https://www.coingecko.com/en/coins/gny
origin-protocol,ogn,Origin Protocol,0,22361980,9193001,-1,2020/12/31,287,https://www.coingecko.com/en/coins/origin-protocol
akash-network,akt,Akash Network,0,22221778,563216,0,2020/12/31,288,https://www.coingecko.com/en/coins/akash-network
barnbridge,bond,BarnBridge,26,22137628,833354,-1,2020/12/31,289,https://www.coingecko.com/en/coins/barnbridge
rook,rook,KeeperDAO,83,22136047,1516560,-4,2020/12/31,290,https://www.coingecko.com/en/coins/rook
request-network,req,Request,0,22118301,1470851,-16,2020/12/31,291,https://www.coingecko.com/en/coins/request-network
bzx-protocol,bzrx,bZx Protocol,0,21971262,8191511,1,2020/12/31,292,https://www.coingecko.com/en/coins/bzx-protocol
crypterium,crpt,Crypterium,0,21951809,219454,2,2020/12/31,293,https://www.coingecko.com/en/coins/crypterium
contentos,cos,Contentos,0,21903608,2202976,-1,2020/12/31,294,https://www.coingecko.com/en/coins/contentos
yuan-chain-coin,ycc,Yuan Chain Coin,0,21836129,199221,5,2020/12/31,295,https://www.coingecko.com/en/coins/yuan-chain-coin
the-sandbox,sand,SAND,0,21828971,3536758,-2,2020/12/31,296,https://www.coingecko.com/en/coins/the-sandbox
marketpeak,peak,PEAKDEFI,0,21765370,281761,-2,2020/12/31,297,https://www.coingecko.com/en/coins/marketpeak
beam,beam,BEAM,0,21601120,5346696,7,2020/12/31,298,https://www.coingecko.com/en/coins/beam
vethor-token,vtho,VeThor Token,0,21483725,2457438,-2,2020/12/31,299,https://www.coingecko.com/en/coins/vethor-token
mirror-protocol,mir,Mirror Protocol,1,21211182,1585010,-10,2020/12/31,300,https://www.coingecko.com/en/coins/mirror-protocol
akropolis,akro,Akropolis,0,20785238,3693211,-2,2020/12/31,301,https://www.coingecko.com/en/coins/akropolis
certik,ctk,CertiK,0,20707824,4000157,3,2020/12/31,302,https://www.coingecko.com/en/coins/certik
gas,gas,Gas,1,20650330,4201083,0,2020/12/31,303,https://www.coingecko.com/en/coins/gas
suku,SUKU,SUKU,0,20548145,376450,-3,2020/12/31,304,https://www.coingecko.com/en/coins/suku
eight-hours,ehrt,Eight Hours,0,20525100,59330,0,2020/12/31,305,https://www.coingecko.com/en/coins/eight-hours
einsteinium,emc2,Einsteinium,0,20498537,11923735,8,2020/12/31,306,https://www.coingecko.com/en/coins/einsteinium
pivx,pivx,PIVX,0,20441617,242057,-2,2020/12/31,307,https://www.coingecko.com/en/coins/pivx
wirex,wxt,Wirex,0,20265981,506717,0,2020/12/31,308,https://www.coingecko.com/en/coins/wirex
nuls,nuls,Nuls,0,20174357,13621390,0,2020/12/31,309,https://www.coingecko.com/en/coins/nuls
tokamak-network,ton,Tokamak Network,2,20033056,2408606,6,2020/12/31,310,https://www.coingecko.com/en/coins/tokamak-network
gxchain,gxc,GXChain,0,20032045,7773873,-3,2020/12/31,311,https://www.coingecko.com/en/coins/gxchain
keep-network,keep,Keep Network,0,19993665,581323,-7,2020/12/31,312,https://www.coingecko.com/en/coins/keep-network
aurora-dao,idex,IDEX,0,19867454,1165615,8,2020/12/31,313,https://www.coingecko.com/en/coins/aurora-dao
perpetual-protocol,perp,Perpetual Protocol,1,19539972,1457806,1,2020/12/31,314,https://www.coingecko.com/en/coins/perpetual-protocol
verus-coin,vrsc,Verus Coin,0,19467498,73123,4,2020/12/31,315,https://www.coingecko.com/en/coins/verus-coin
truefi,tru,TrueFi,0,19384541,604566,-1,2020/12/31,316,https://www.coingecko.com/en/coins/truefi
mx-token,mx,MX Token,0,19333166,4306246,-1,2020/12/31,317,https://www.coingecko.com/en/coins/mx-token
digixdao,dgd,DigixDAO,139,19247621,53073,0,2020/12/31,318,https://www.coingecko.com/en/coins/digixdao
sapien,spn,Sapien,0,19092508,359,893,2020/12/31,319,https://www.coingecko.com/en/coins/sapien
etherisc,dip,Etherisc DIP Token,0,18940838,735767,1,2020/12/31,320,https://www.coingecko.com/en/coins/etherisc
mork,mork,MORK,3,18822565,269,,2020/12/29,321,https://www.coingecko.com/en/coins/mork
quantstamp,qsp,Quantstamp,0,18788519,465466,-9,2020/12/31,322,https://www.coingecko.com/en/coins/quantstamp
celo-dollar,cusd,Celo Dollar,1,18666149,250946,0,2020/12/31,323,https://www.coingecko.com/en/coins/celo-dollar
darwinia-network-native-token,ring,Darwinia Network Native Token,0,18531706,3511773,1,2020/12/31,324,https://www.coingecko.com/en/coins/darwinia-network-native-token
wink,win,WINk,0,18509714,2784548,-1,2020/12/31,325,https://www.coingecko.com/en/coins/wink
zenon,znn,Zenon,3,18468893,480077,39,2020/12/31,326,https://www.coingecko.com/en/coins/zenon
morpheus-network,mrph,Morpheus Network,0,18339736,1193938,-6,2020/12/31,327,https://www.coingecko.com/en/coins/morpheus-network
storm,stmx,StormX,0,18245165,912932,-3,2020/12/31,328,https://www.coingecko.com/en/coins/storm
switcheo,swth,Switcheo,0,18123544,233050,-2,2020/12/31,329,https://www.coingecko.com/en/coins/switcheo
duckdaodime,ddim,DuckDaoDime,18,18115548,852676,-19,2020/12/31,330,https://www.coingecko.com/en/coins/duckdaodime
hard-protocol,HARD,HARD Protocol,0,17984210,1805387,1,2020/12/31,331,https://www.coingecko.com/en/coins/hard-protocol
ripio-credit-network,rcn,Ripio Credit Network,0,17858947,360512,-2,2020/12/31,332,https://www.coingecko.com/en/coins/ripio-credit-network
refereum,rfr,Refereum,0,17813465,3403356,0,2020/12/31,333,https://www.coingecko.com/en/coins/refereum
bella-protocol,bel,Bella Protocol,0,17791275,4777072,0,2020/12/31,334,https://www.coingecko.com/en/coins/bella-protocol
wom-token,wom,WOM Protocol,0,17785064,1418742,0,2020/12/31,335,https://www.coingecko.com/en/coins/wom-token
byteball,gbyte,Obyte,23,17752539,29429,-5,2020/12/31,336,https://www.coingecko.com/en/coins/byteball
whale,whale,WHALE,3,17576036,205670,-1,2020/12/31,337,https://www.coingecko.com/en/coins/whale
grin,grin,Grin,0,17562939,10231564,-4,2020/12/31,338,https://www.coingecko.com/en/coins/grin
cherry,cherry,Cherry,4,17416050,1272,0,2020/12/31,339,https://www.coingecko.com/en/coins/cherry
0chain,zcn,0chain,0,17410479,112350,-4,2020/12/31,340,https://www.coingecko.com/en/coins/0chain
render-token,rndr,Render Token,0,17150522,10216,15,2020/12/31,341,https://www.coingecko.com/en/coins/render-token
celer-network,celr,Celer Network,0,17144025,4008853,0,2020/12/31,342,https://www.coingecko.com/en/coins/celer-network
yflink,yfl,YF Link,359,16998357,1029022,0,2020/12/31,343,https://www.coingecko.com/en/coins/yflink
sai,sai,Sai,3,16942434,4937,7,2020/12/31,344,https://www.coingecko.com/en/coins/sai
dent,dent,Dent,0,16860258,615691,-3,2020/12/31,345,https://www.coingecko.com/en/coins/dent
platoncoin,pltc,PlatonCoin,0,16666322,378903,0,2020/12/31,346,https://www.coingecko.com/en/coins/platoncoin
newscrypto-coin,nwc,Newscrypto Coin,0,16576535,533171,4,2020/12/31,347,https://www.coingecko.com/en/coins/newscrypto-coin
gem-exchange-and-trading,gxt,Gem Exchange And Trading,0,16442997,642449,-7,2020/12/31,348,https://www.coingecko.com/en/coins/gem-exchange-and-trading
cindicator,cnd,Cindicator,0,15973688,71608,-4,2020/12/31,349,https://www.coingecko.com/en/coins/cindicator
crdt,CRDT,CRDT,0,15898893,104022,7,2020/12/31,350,https://www.coingecko.com/en/coins/crdt
gemini-dollar,gusd,Gemini Dollar,1,15713699,5463311,0,2020/12/31,351,https://www.coingecko.com/en/coins/gemini-dollar
safe2,safe2,SAFE2,297,15698357,0,0,2020/12/31,352,https://www.coingecko.com/en/coins/safe2
steem-dollars,sbd,Steem Dollars,2,15668403,2374861,2,2020/12/31,353,https://www.coingecko.com/en/coins/steem-dollars
wazirx,wrx,WazirX,0,15576218,974097,-1,2020/12/31,354,https://www.coingecko.com/en/coins/wazirx
ferrum-network,frm,Ferrum Network,0,15533183,1379261,-5,2020/12/31,355,https://www.coingecko.com/en/coins/ferrum-network
bluzelle,blz,Bluzelle,0,15515256,2965996,-3,2020/12/31,356,https://www.coingecko.com/en/coins/bluzelle
bounce-token,bot,Bounce Token,575,15428610,8612878,2,2020/12/31,357,https://www.coingecko.com/en/coins/bounce-token
karma-dao,karma,Karma DAO,3,15341983,101580,0,2020/12/31,358,https://www.coingecko.com/en/coins/karma-dao
gifto,gto,Gifto,0,14975662,19621308,12,2020/12/31,359,https://www.coingecko.com/en/coins/gifto
pumapay,pma,PumaPay,0,14973255,9150,109,2020/12/31,360,https://www.coingecko.com/en/coins/pumapay
populous,ppt,Populous,0,14912249,1365285,-5,2020/12/31,361,https://www.coingecko.com/en/coins/populous
coinmetro,xcm,CoinMetro,0,14894822,127304,-7,2020/12/31,362,https://www.coingecko.com/en/coins/coinmetro
stp-network,stpt,STP Network,0,14882266,1038848,0,2020/12/31,363,https://www.coingecko.com/en/coins/stp-network
carry,cre,Carry,0,14580898,493271,0,2020/12/31,364,https://www.coingecko.com/en/coins/carry
metronome,met,Metronome,1,14486679,418964,1,2020/12/31,365,https://www.coingecko.com/en/coins/metronome
robonomics-network,xrt,Robonomics Network,18,14392672,1499913,-2,2020/12/31,366,https://www.coingecko.com/en/coins/robonomics-network
dforce-token,df,dForce Token,0,13752785,1964121,-3,2020/12/31,367,https://www.coingecko.com/en/coins/dforce-token
sirin-labs-token,srn,Sirin Labs Token,0,13691989,5338651,3,2020/12/31,368,https://www.coingecko.com/en/coins/sirin-labs-token
nexus,nxs,Nexus,0,13620953,117519,-7,2020/12/31,369,https://www.coingecko.com/en/coins/nexus
tokenlon,lon,Tokenlon,1,13497042,24055343,2,2020/12/31,370,https://www.coingecko.com/en/coins/tokenlon
pha,pha,Phala Network,0,13492048,8561953,3,2020/12/31,371,https://www.coingecko.com/en/coins/pha
unifi-protocol-dao,unfi,Unifi Protocol DAO,5,13436560,11512682,-7,2020/12/31,372,https://www.coingecko.com/en/coins/unifi-protocol-dao
medibloc,med,Medibloc,0,13415690,413754,5,2020/12/31,373,https://www.coingecko.com/en/coins/medibloc
boringdao,bor,BoringDAO,259,13305402,1272834,-2,2020/12/31,374,https://www.coingecko.com/en/coins/boringdao
gala,gala,Gala,0,13275974,531799,128,2020/12/31,375,https://www.coingecko.com/en/coins/gala
dusk-network,dusk,DUSK Network,0,13194703,685397,0,2020/12/31,376,https://www.coingecko.com/en/coins/dusk-network
venus,xvs,Venus,3,13004800,4826180,5,2020/12/31,377,https://www.coingecko.com/en/coins/venus
seigniorage-shares,share,Seigniorage Shares,0,12931181,3040696,13,2020/12/31,378,https://www.coingecko.com/en/coins/seigniorage-shares
value-liquidity,value,Value Liquidity,1,12915739,6676443,1,2020/12/31,379,https://www.coingecko.com/en/coins/value-liquidity
dmm-governance,dmg,DMM: Governance,0,12645000,1993043,0,2020/12/31,380,https://www.coingecko.com/en/coins/dmm-governance
fio-protocol,fio,FIO Protocol,0,12639433,866829,-2,2020/12/31,381,https://www.coingecko.com/en/coins/fio-protocol
measurable-data-token,mdt,Measurable Data Token,0,12633113,1682976,-4,2020/12/31,382,https://www.coingecko.com/en/coins/measurable-data-token
blocknet,block,Blocknet,1,12628189,26226,6,2020/12/31,383,https://www.coingecko.com/en/coins/blocknet
concentrated-voting-power,cvp,PowerPool Concentrated Voting Power,1,12040466,4778897,2,2020/12/31,384,https://www.coingecko.com/en/coins/concentrated-voting-power
staked-ether,steth,Staked Ether,719,12007445,143561,1,2020/12/31,385,https://www.coingecko.com/en/coins/staked-ether
meta,mta,Meta,0,11922363,7556508,0,2020/12/31,386,https://www.coingecko.com/en/coins/meta
ieth,ieth,iETH,432,11918567,733142,-1,2020/12/31,387,https://www.coingecko.com/en/coins/ieth
airswap,ast,AirSwap,0,11766728,676049,-1,2020/12/31,388,https://www.coingecko.com/en/coins/airswap
polis,polis,Polis,0,11753318,32814,7,2020/12/31,389,https://www.coingecko.com/en/coins/polis
defidollar,dusd,DefiDollar,0,11710370,160495,0,2020/12/31,390,https://www.coingecko.com/en/coins/defidollar
whiteheart,white,Whiteheart,1343,11700803,2947575,14,2020/12/31,391,https://www.coingecko.com/en/coins/whiteheart
apollo,apl,Apollo,0,11654257,508871,-1,2020/12/31,392,https://www.coingecko.com/en/coins/apollo
ergo,erg,Ergo,0,11623229,367674,0,2020/12/31,393,https://www.coingecko.com/en/coins/ergo
frax-share,fxs,Frax Share,4,11601341,3336186,-10,2020/12/31,394,https://www.coingecko.com/en/coins/frax-share
bitcoin-2,btc2,Bitcoin 2,0,11490137,96,-6,2020/12/31,395,https://www.coingecko.com/en/coins/bitcoin-2
likecoin,like,LikeCoin,0,11435186,51075,-3,2020/12/31,396,https://www.coingecko.com/en/coins/likecoin
marlin,pond,Marlin,0,11328467,6025443,-18,2020/12/31,397,https://www.coingecko.com/en/coins/marlin
revv,revv,REVV,0,11258844,2329701,0,2020/12/31,398,https://www.coingecko.com/en/coins/revv
prometeus,prom,Prometeus,1,11178427,1430905,-4,2020/12/31,399,https://www.coingecko.com/en/coins/prometeus
wing-finance,wing,Wing Finance,13,11176278,2561067,8,2020/12/31,400,https://www.coingecko.com/en/coins/wing-finance
nkn,nkn,NKN,0,11169925,1086335,0,2020/12/31,401,https://www.coingecko.com/en/coins/nkn
aleph,aleph,Aleph.im,0,11151456,550212,5,2020/12/31,402,https://www.coingecko.com/en/coins/aleph
saffron-finance,sfi,saffron.finance,203,11146035,687892,-6,2020/12/31,403,https://www.coingecko.com/en/coins/saffron-finance
raiden-network,rdn,Raiden Network Token,0,11098346,662055,3,2020/12/31,404,https://www.coingecko.com/en/coins/raiden-network
lockchain,loc,LockTrip,0,11037003,26294,-21,2020/12/31,405,https://www.coingecko.com/en/coins/lockchain
quantum-resistant-ledger,qrl,Quantum Resistant Ledger,0,11035775,1763,-9,2020/12/31,406,https://www.coingecko.com/en/coins/quantum-resistant-ledger
dock,dock,Dock,0,10943357,11072826,-5,2020/12/31,407,https://www.coingecko.com/en/coins/dock
cashaa,cas,Cashaa,0,10915758,548443,2,2020/12/31,408,https://www.coingecko.com/en/coins/cashaa
qash,qash,QASH,0,10863902,1173058,-1,2020/12/31,409,https://www.coingecko.com/en/coins/qash
axion,axn,Axion,0,10827100,642525,-6,2020/12/31,410,https://www.coingecko.com/en/coins/axion
ibtc,iBTC,iBTC,27629,10790053,636676,-2,2020/12/31,411,https://www.coingecko.com/en/coins/ibtc
tokencard,tkn,Monolith,0,10758174,265233,3,2020/12/31,412,https://www.coingecko.com/en/coins/tokencard
iqeon,iqn,IQeon,2,10696115,387631,0,2020/12/31,413,https://www.coingecko.com/en/coins/iqeon
power-index-pool-token,pipt,Power Index Pool Token,1,10686807,132317,3,2020/12/31,414,https://www.coingecko.com/en/coins/power-index-pool-token
nebulas,nas,Nebulas,0,10667850,2943542,-2,2020/12/31,415,https://www.coingecko.com/en/coins/nebulas
neon-exchange,nex,Nash Exchange,0,10657340,73479,-3,2020/12/31,416,https://www.coingecko.com/en/coins/neon-exchange
aergo,aergo,Aergo,0,10605616,2782233,4,2020/12/31,417,https://www.coingecko.com/en/coins/aergo
dragonchain,drgn,Dragonchain,0,10590369,187572,1,2020/12/31,418,https://www.coingecko.com/en/coins/dragonchain
ghostprism,ghost,GHOSTPRISM,4,10576831,271526,0,2020/12/31,419,https://www.coingecko.com/en/coins/ghostprism
yam-2,yam,YAM,1,10545158,640861,0,2020/12/31,420,https://www.coingecko.com/en/coins/yam-2
skycoin,sky,Skycoin,0,10483804,575667,0,2020/12/31,421,https://www.coingecko.com/en/coins/skycoin
